id,created_at,feedback_type,message_content,channelio_chat_id,slack_thread_ts,status,reviewer_notes
8c164667-e5b8-4ec3-a58e-ea2e44220674,2025-04-16 12:07:39.559978+00,ignore_ai,サイズチャート,67ff8f097902f0d0a293,1744801560,pending,
8c2943ce-d157-4e2e-87f7-e7ea2b24d9dc,2025-04-16 11:06:16.379124+00,ignore_ai,サイズチャート,67ff8f097902f0d0a293,1744801560,pending,
8c9d13fd-54cd-4263-93a2-42fb7e6a5150,2025-04-16 11:03:06.848715+00,ignore_ai,"商品到着後7日以内であれば、ノンワイヤーブラの交換を承っております。
ご希望の場合は以下の情報をお知らせいただけますでしょうか。

⚠️セット商品のブラジャーはお客様都合による返品・交換をお受けいたしかねますのでご注意ください。

⚠️交換をご希望のサイズが在庫切れの場合は、返品および返金のお手続きをさせていただきます。",67ff8e3c09838aaa97b8,1744801357,pending,
901fd06a-6218-4955-94b2-8a54e644ce7f,2025-04-16 01:02:59.741219+00,ignore_ai,"商品に不良が見られる場合は「商品不良による返品・交換を希望する」をお選びください。

⚠️返品・交換の条件はこちらよりご確認いただけます。

⚠️セット商品のブラジャーはお客様都合による返品・交換をお受けいたしかねますのでご注意ください。

⚠️交換をご希望のサイズが在庫切れの場合は、返品および返金のお手続きをさせていただきます。",67ff01abecf3f7e8f1a5,1744765368,pending,
99a37acc-eaa6-4479-ad9e-71de33df37f1,2025-04-15 09:35:41.434337+00,ignore_ai,ストーリーズであなたをメンションしました,67fe24971651c52fc345,1744708760,pending,
9fb2a727-15e2-482d-b5f7-dccddac43542,2025-04-16 11:03:17.810793+00,ignore_ai,"単品でご購入いただいたブラジャーのみサイズ交換を承っております。

サイズ交換ご希望の場合は下部の選択項目から「ノンワイヤーブラのサイズ交換」をお選びください👩💻",67ff8e3c09838aaa97b8,1744801354,pending,
a9490722-ab35-4472-9dae-9384940cd530,2025-04-15 09:35:43.635658+00,ignore_ai,ストーリーズであなたをメンションしました,67fe24971651c52fc345,1744708760,pending,
b3748d77-df55-447c-b9ba-ce13cbf1d827,2025-04-16 02:25:52.898989+00,ignore_ai,"商品到着後7日以内であれば、ノンワイヤーブラの交換を承っております。
ご希望の場合は以下の情報をお知らせいただけますでしょうか。

⚠️セット商品のブラジャーはお客様都合による返品・交換をお受けいたしかねますのでご注意ください。

⚠️交換をご希望のサイズが在庫切れの場合は、返品および返金のお手続きをさせていただきます。",67ff14f0900df39f2374,1744770314,pending,
bf3a68e1-1524-482f-bd5c-9c287f4a5975,2025-04-16 01:03:49.319785+00,ignore_ai,"商品の発送作業前であれば、お客さまご自身でご注文をキャンセルいただけます。

しかしながら、限定商品が含まれるご注文や、ご注文商品の一部のみのキャンセルはいたしかねます。",67fe2d902de8f765b446,1744711067,pending,
c52b0ba5-699b-41f0-862b-1aeacf46ebcd,2025-04-16 01:03:17.613544+00,ignore_ai,(Could not parse original query),,1744763779,pending,
c56b8cd0-4dec-4b57-89f9-828297778b89,2025-04-16 02:25:37.465756+00,ignore_ai,"商品に不良が見られる場合は「商品不良による返品・交換を希望する」をお選びください。

⚠️返品・交換の条件はこちらよりご確認いただけます。

⚠️セット商品のブラジャーはお客様都合による返品・交換をお受けいたしかねますのでご注意ください。

⚠️交換をご希望のサイズが在庫切れの場合は、返品および返金のお手続きをさせていただきます。",67ff14f0900df39f2374,1744770317,pending,
c93aeb66-d97f-4478-807f-75c2306040c4,2025-04-16 12:07:41.708181+00,ignore_ai,"スムーズなお問合せ対応のために連絡先をご入力ください。オフラインの際にSMSとメールに返信通知を送信します。

(取得した個人情報はチャットに返信があったことを通知するためにのみ利用され、削除を要請するまで保有されます。入力しない場合は返信通知を受けることができません。)",67ff8f097902f0d0a293,1744801560,pending,
cb24cfe8-d23a-4a62-9c90-b56da51252b0,2025-04-16 04:48:43.586726+00,ignore_notification,"ノーコードで簡単に決済フォームを作成する方法を、実際の画面をお見せしながら丁寧に解説します！
ブラウザーで表示
こんにちは。formrun運営事務局の内田です。
今日は「決済フォームをもっとラクに、もっと安く使いたい方」に向けて、お伝えしたいことがあります。
 
フォームと決済、別々のツールで運用していませんか？
実は私自身も、過去にイベント申し込みのフォームと決済を別ツールで分けて使っていた経験があります。
当時は「まあ、手数料が安いから仕方ないか」と運用の手間も飲み込んでいたのですが、実際にやってみると結構手間が多かったんですよね…
- フォームと決済データが別管理なので突合させる作業が発生
- 何か運用を変更すると2つのツールを変更する必要があり、管理が煩雑になる
- ツールごとの費用がかさみ、全体コストが割高に
 このままだと、時間もお金も無駄が多すぎる…。
ツール一体型のものがあったらいいな、と思っていたことを覚えています。
 
そんな方におすすめなのが「formrun」です。
formrunはフォームと決済を1つのツールで完結できるサービスです。
しかも、業界最安水準（※）の決済手数料（2.99%〜）＆固定費0円。
運用負荷を下げながら、コストもぐっと抑えられるのが魅力です。
 
※ECプラットフォームおよびオンライン決済サービス提供事業者5社の2025年1月時点の決済手数料を比較（当社調べ）
＼セミナーの詳細・お申し込みはこちら／
セミナーに申し込む
▼こんな方におすすめ
- 今の決済フォーム、手数料を見直したい…
- フォームと決済のツールがバラバラで運用が手間…
- コストも手間も最適化したい
▼開催概要
開催日時：2025年4月22日（火）11:00〜12:00（Zoom開催）
参加費：無料
内容：
- 決済フォーム活用事例のご紹介
- 費用感＆比較でわかるformrunのコスパ
- こんなに簡単！ノーコードで決済フォームを作る方法
＼無料セミナーに今すぐ申し込む／
セミナーに申し込む
ぜひ、この機会に乗り換えを検討してみてはいかがでしょうか？
業務に役立つ情報を定期的にお届けしております。
こちらもブックマーク＆フォローしてみてくださいね！
 
▼フォームで業務を効率化するメディア「formLab（フォームラボ）」
https://form.run/media/
 
▼formrunの更新情報をいち早くお届けする公式Xアカウント
https://x.com/formrun
このメールアドレスには返信できません。
このメールは、formrunのサービスにご登録いただいたお客様に配信しています。
今後、お知らせメールの配信を希望されない場合はお手数ですが、
こちらからメール配信設定をお願いいたします。
          株式会社ベーシック 102-0082 東京都千代田区一番町17-6MSビル2F",67ff21e64cbe8efb4d5c,1744773620,pending,
d5095f29-5c0d-49f4-a14d-b56bd5cb1366,2025-04-16 02:25:34.098689+00,ignore_ai,"単品でご購入いただいたブラジャーのみサイズ交換を承っております。

サイズ交換ご希望の場合は下部の選択項目から「ノンワイヤーブラのサイズ交換」をお選びください👩💻",67ff14f0900df39f2374,1744770314,pending,
ed480daf-3fc6-4f50-9d5a-0856bf9f6e70,2025-04-16 11:03:09.251853+00,ignore_ai,サイズチャート,67ff8e3c09838aaa97b8,1744801357,pending,
f5adffda-9a7e-4ee0-9bc7-e6cb4e856345,2025-04-16 11:03:02.046493+00,ignore_ai,"商品に不良が見られる場合は「商品不良による返品・交換を希望する」をお選びください。

⚠️返品・交換の条件はこちらよりご確認いただけます。

⚠️セット商品のブラジャーはお客様都合による返品・交換をお受けいたしかねますのでご注意ください。

⚠️交換をご希望のサイズが在庫切れの場合は、返品および返金のお手続きをさせていただきます。",67ff8e3c09838aaa97b8,1744801357,pending,
fc2fcc14-df08-492b-9750-8b25c970c2f7,2025-04-16 01:33:25.432776+00,ignore_ai,mucha.mogu@gmail.com,67ff046140ff444a0104,1744766056,pending,
